NAME,TEAM,PLAYER_ID_AVG,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGA_AVG,FG_PCT_AVG,FG3M_AVG,FG3A_AVG,FG3_PCT_AVG,FTM_AVG,FTA_AVG,FT_PCT_AVG,OREB_AVG,DREB_AVG,REB_AVG,AST_AVG,TOV_AVG,STL_AVG,BLK_AVG,BLKA,PF_AVG,PFD,PTS_AVG,PLUS_MINUS_AVG,DD2,TD3,STATUS,PLAYER_ID,JERSEYNUM,POSITION,STARTER,ONCOURT,PLAYED,NOTPLAYINGREASON,NOTPLAYINGDESCRIPTION,AST,BLK,BLKR,FGA,FGM,FG_PCT,PF_OFF,FOULSDRAWN,PF,PF_TECH,FTA,FTM,FT_PCT,MINUS,MIN,PLUS,PLUS_MINUS,PTS,PTS_FASTBREAK,PTS_PAINT,PTS_2NDCHANCE,DREB,OREB,REB,STL,FG3A,FG3M,FG3_PCT,TOV,FG2A,FG2M,FG2_PCT,OPP,OWN_SCORE,OPP_SCORE,CLOCK,PERIOD,DATE_UPDATED_EST,SET_EASY,TIER_EASY,SERIES_EASY,PLAY_EASY,DATE_MOMENT,TEAM_TS,COUNT_EASY,OWNED,UNIQUE_OWNERS,IN_PACKS,MINTED,TS_HELD,CS,LOW_ASK_EASY,4HCHANGE_EASY,24H,7D,LISTINGS,TSD,ROOKIE_PREMIERE,ROOKIE_MINT,ROOKIE_YEAR,EDITION_STATE,PLAY_ID,SET_ID,TS_LINK,SET_HARD,TIER_HARD,SERIES_HARD,PLAY_HARD,COUNT_HARD,LOW_ASK_HARD,4HCHANGE_HARD,DIFFERENTIAL,EASY_MOMENT,HARD_MOMENT,SCORE,GAME_CLOCK,PTS_PROJ
Jeremiah Robinson-Earl,OKC,1630526,41,13,28,0.317,23.026219512195123,2.658536585365854,6.512195121951219,0.408,1.1219512195121952,3.341463414634146,0.336,0.7073170731707317,1.0,0.707,1.6341463414634145,4.2439024390243905,5.878048780487805,0.975609756097561,0.7560975609756098,0.5609756097560976,0.3170731707317073,0.5121951219512195,1.5853658536585367,0,7.146341463414634,-199,3,0,ACTIVE,1630526.0,50,C,1,-,1,nan,nan,1,0,1,9,1,0.111111111111111,0,2.0,3,0,0,0,0.0,68,26.315833333333334,40,-28,2,0,2,2,2,2,4,1,4,0,0.0,2,5,1,0.2,CLE,87,94,,0.0,2022-01-23 02:38,Base Set,Common,3,Layup,2021-10-21 01:00:00+00:00,Oklahoma City Thunder,4000,2092.0,0.0,158.0,1750.0,0.0,2.0,81,0.0,0.0,-2.41,130.0,True,True,True,True,VISIBLE,dd8b9a5c-d4f5-47eb-a82c-758637d61078,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+dd8b9a5c-d4f5-47eb-a82c-758637d61078,Base Set,Common,3,Layup,4000,81,0.0,-7,Base Set-Common-3-Layup,Base Set-Common-3-Layup,87-94,Final,2.0
Josh Giddey,OKC,1630581,40,13,27,0.325,30.72,4.85,11.85,0.409,1.1,3.95,0.278,0.825,1.225,0.673,1.675,5.8,7.475,6.25,2.925,0.975,0.45,0.9,1.625,1,11.625,-262,9,1,ACTIVE,1630581.0,3,SG,1,-,1,nan,nan,3,0,1,12,3,0.25,2,3.0,6,0,2,1,0.5,67,33.84883333333333,51,-16,8,3,4,2,3,2,5,2,6,1,0.166666666666667,3,6,2,0.333333333333333,CLE,87,94,,0.0,2022-01-23 02:37,Base Set,Common,3,Assist,2021-10-21 01:00:00+00:00,Oklahoma City Thunder,4000,2139.0,0.0,174.0,1687.0,0.0,2.0,330,-2.08,-2.37,3.12,80.0,True,True,True,True,VISIBLE,37838dac-13b1-4d5d-a94b-787b13a222d5,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+37838dac-13b1-4d5d-a94b-787b13a222d5,Base Set,Common,3,Assist,4000,330,-2.08,-7,Base Set-Common-3-Assist,Base Set-Common-3-Assist,87-94,Final,8.0
Kenrich Williams,OKC,1629026,37,13,24,0.351,20.499054054054056,2.7837837837837838,6.054054054054054,0.46,0.8378378378378378,2.1621621621621623,0.388,0.5945945945945946,1.1081081081081081,0.537,1.4324324324324325,2.6216216216216215,4.054054054054054,1.9189189189189189,0.8378378378378378,0.9459459459459459,0.13513513513513514,0.35135135135135137,1.7027027027027026,1,7.0,12,0,0,ACTIVE,1629026.0,34,nan,0,-,1,nan,nan,2,0,0,8,5,0.625,0,2.0,1,0,0,0,0.0,42,24.6,58,16,12,0,4,3,2,2,4,0,4,2,0.5,1,4,3,0.75,CLE,87,94,,0.0,2022-01-23 02:35,Base Set,Common,2,Layup,2021-03-28 01:00:00+00:00,Oklahoma City Thunder,12000,10313.0,0.0,1016.0,672.0,0.0,12.0,4,0.0,0.0,0.0,326.0,True,False,False,False,VISIBLE,10341a0e-af57-4a52-87a9-6bfef2add1b3,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+10341a0e-af57-4a52-87a9-6bfef2add1b3,Base Set,Common,2,Layup,12000,4,0.0,-7,Base Set-Common-2-Layup,Base Set-Common-2-Layup,87-94,Final,12.0
Luguentz Dort,OKC,1629652,41,14,27,0.341,32.225731707317074,5.512195121951219,13.853658536585366,0.398,2.4146341463414633,7.463414634146342,0.324,2.8048780487804876,3.292682926829268,0.852,0.6341463414634146,3.3658536585365852,4.0,1.6097560975609757,1.5609756097560976,0.8292682926829268,0.36585365853658536,0.8536585365853658,2.902439024390244,3,16.24390243902439,-263,0,0,ACTIVE,1629652.0,5,SF,1,-,1,nan,nan,1,0,1,10,3,0.3,0,6.0,4,0,2,2,1.0,73,31.968166666666665,47,-26,10,0,2,0,0,0,0,2,7,2,0.28571428571428603,2,3,1,0.333333333333333,CLE,87,94,,0.0,2022-01-23 02:39,Base Set,Common,2,Layup,2021-01-28 02:00:00+00:00,Oklahoma City Thunder,35000,31736.0,0.0,2894.0,381.0,0.0,12.0,5,0.0,0.0,25.0,1505.0,False,False,False,False,VISIBLE,1e7fac38-8b01-43d2-a94e-8424b6857fa6,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1e7fac38-8b01-43d2-a94e-8424b6857fa6,Rising Stars,Rare,2,Steal,2021,132,0.0,-7,Base Set-Common-2-Layup,Rising Stars-Rare-2-Steal,87-94,Final,10.0
Mamadi Diakite,OKC,1629603,5,1,4,0.2,11.776666666666667,1.6,2.8,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.8,2.6,0.0,0.6,0.2,0.2,0.4,2.6,0,3.2,-9,0,0,ACTIVE,1629603.0,12,nan,0,-,1,nan,nan,0,1,0,4,1,0.25,0,1.0,0,0,2,0,0.0,18,15.932333333333334,34,16,2,0,2,0,6,2,8,1,0,0,0.0,0,4,1,0.25,CLE,87,94,,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7,nan,nan,87-94,Final,2.0
Mike Muscala,OKC,203488,38,12,26,0.316,13.469429824561402,2.6052631578947367,5.605263157894737,0.465,1.605263157894737,3.6578947368421053,0.439,1.1578947368421053,1.3157894736842106,0.88,0.39473684210526316,2.5,2.8947368421052633,0.5263157894736842,0.34210526315789475,0.42105263157894735,0.5789473684210527,0.2631578947368421,1.3157894736842106,1,7.973684210526316,19,0,0,ACTIVE,203488.0,33,nan,0,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,87,94,,0.0,2022-01-23 02:39,Base Set,Common,3,3 Pointer,2021-12-09 00:30:00+00:00,Oklahoma City Thunder,60000,22553.0,0.0,8106.0,30534.0,0.0,2.0,3,0.0,0.0,0.0,1568.0,nan,nan,nan,nan,VISIBLE,82cdfd4f-892b-4ba7-840b-e7ffd40b277a,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+82cdfd4f-892b-4ba7-840b-e7ffd40b277a,Base Set,Common,2,3 Pointer,12000,7,0.0,-7,Base Set-Common-3-3 Pointer,Base Set-Common-2-3 Pointer,87-94,Final,0.0
Shai Gilgeous-Alexander,OKC,1628983,40,14,26,0.35,34.81275,7.725,18.45,0.419,1.55,5.65,0.274,5.65,6.8,0.831,0.7,4.025,4.725,5.425,2.425,1.025,0.775,1.15,2.35,5,22.65,-170,3,1,ACTIVE,1628983.0,2,PG,1,-,1,nan,nan,6,1,2,23,12,0.521739130434783,1,3.0,5,0,5,2,0.4,77,38.53333333333333,76,-1,29,2,18,2,7,2,9,3,7,3,0.428571428571429,3,16,9,0.5625,CLE,87,94,,0.0,2022-01-23 02:37,Base Set,Common,2,Layup,2021-01-10 23:00:00+00:00,Oklahoma City Thunder,40000,36424.0,0.0,2573.0,1011.0,0.0,12.0,10,0.0,0.0,42.86,1014.0,False,False,False,False,VISIBLE,4fcef4e2-2935-4533-8482-e22c10f667ce,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4fcef4e2-2935-4533-8482-e22c10f667ce,Metallic Gold LE,Rare,3,3 Pointer,749,304,1.33,-7,Base Set-Common-2-Layup,Metallic Gold LE-Rare-3-3 Pointer,87-94,Final,29.0
Tre Mann,OKC,1630544,32,10,22,0.313,17.393489583333334,2.71875,6.875,0.395,1.03125,2.9375,0.351,0.625,0.9375,0.667,0.375,1.875,2.25,0.8125,0.6875,0.5625,0.21875,0.59375,1.625,0,7.09375,-96,0,0,ACTIVE,1630544.0,23,nan,0,-,1,nan,nan,0,0,0,3,2,0.666666666666666,0,0.0,4,0,0,0,0.0,17,9.300666666666666,21,4,6,0,0,0,1,0,1,0,2,2,1.0,0,1,0,0.0,CLE,87,94,,0.0,2022-01-23 02:38,Base Set,Common,3,Jump Shot,2021-10-21 01:00:00+00:00,Oklahoma City Thunder,4000,1878.0,0.0,372.0,1751.0,0.0,2.0,78,0.0,-1.27,-12.36,82.0,True,True,True,True,VISIBLE,c0fa1225-3378-44d2-9726-9e86f47a235a,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+c0fa1225-3378-44d2-9726-9e86f47a235a,Base Set,Common,3,Jump Shot,4000,78,0.0,-7,Base Set-Common-3-Jump Shot,Base Set-Common-3-Jump Shot,87-94,Final,6.0
Ty Jerome,OKC,1629660,36,11,25,0.306,15.635092592592592,2.5833333333333335,6.611111111111111,0.391,1.0277777777777777,3.5833333333333335,0.287,0.8055555555555556,1.0,0.806,0.4166666666666667,1.0833333333333333,1.5,1.6666666666666667,0.7222222222222222,0.6111111111111112,0.08333333333333333,0.3611111111111111,1.3611111111111112,0,7.0,5,0,0,ACTIVE,1629660.0,16,nan,0,-,1,nan,nan,3,1,0,4,1,0.25,0,0.0,0,0,0,0,0.0,21,16.385,31,10,3,0,0,0,1,0,1,1,4,1,0.25,1,0,0,0.0,CLE,87,94,,0.0,2022-01-23 02:35,Base Set,Common,2,3 Pointer,2021-04-14 01:00:00+00:00,Oklahoma City Thunder,12000,10332.0,0.0,1001.0,670.0,0.0,12.0,8,0.0,0.0,-20.0,381.0,True,False,False,False,VISIBLE,5193453a-9848-44ca-ae6e-18842acb8247,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+5193453a-9848-44ca-ae6e-18842acb8247,Base Set,Common,2,3 Pointer,12000,8,0.0,-7,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,87-94,Final,3.0
Brandon Goodwin,CLE,1629164,8,5,3,0.625,15.876458333333334,2.375,5.75,0.413,0.5,1.625,0.308,0.375,1.25,0.3,0.5,1.75,2.25,3.5,0.75,1.0,0.0,0.75,1.375,1,5.625,5,0,0,ACTIVE,1629164.0,00,nan,0,-,1,nan,nan,1,0,1,5,0,0.0,0,0.0,0,0,0,0,0.0,26,9.15,10,-16,0,0,0,0,1,2,3,1,2,0,0.0,0,3,0,0.0,OKC,94,87,,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,nan,nan,94-87,Final,0.0
