name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,player_id_prev,gp_prev,w_prev,l_prev,w_pct_prev,min_prev,fgm_prev,fga_prev,fg_pct_prev,fg3m_prev,fg3a_prev,fg3_pct_prev,ftm_prev,fta_prev,ft_pct_prev,oreb_prev,dreb_prev,reb_prev,ast_prev,tov_prev,stl_prev,blk_prev,blka_prev,pf_prev,pfd_prev,pts_prev,plus_minus_prev,dd2_prev,td3_prev,game_id_prev,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,reb_proj
Jarron Cumberland,POR,0022100753,1629600.0,3.0,0.0,3.0,0.0,4.105555555555555,0.3333333333333333,0.6666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0,0.6666666666666666,9.0,0.0,0.0,CHI,0022100753,away,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,nan,nan,130-116,14.0,1.0
Jusuf Nurkic,POR,0022100753,203994.0,46.0,21.0,25.0,0.457,27.455253623188405,5.586956521739131,10.282608695652174,0.543,0.1956521739130435,0.9782608695652174,0.2,3.3260869565217392,4.782608695652174,0.695,2.760869565217391,8.108695652173912,10.869565217391305,2.717391304347826,2.5,1.1956521739130435,0.5869565217391305,0.6956521739130435,3.4130434782608696,4,14.695652173913043,44.0,23.0,0.0,CHI,0022100753,away,203994.0,1.0,1.0,0.0,1.0,32.53333333333333,8.0,11.0,0.727,0.0,0.0,0.0,9.0,11.0,0.818,1.0,12.0,13.0,0.0,6.0,1.0,1.0,1.0,4.0,9.0,25.0,9.0,1.0,0.0,0022100739,ACTIVE,203994.0,27,C,Starter,-,1,nan,nan,1,0,0,5,3,0.6,0,4.0,1,0,6,4,0.666666666666666,77,26.083333333333332,65,-12,11,1,4,0,3,1,4,0,1,1,1.0,4,4,2,0.5,CHI,2022-01-31 03:10,Base Set,Common,2,Block,2021-01-14 03:00:00+00:00,Portland Trail Blazers,40000,35802.0,0.0,3324.0,921.0,0.0,12.0,10,0.00%,-47.37,11.11,1350.0,False,False,False,False,VISIBLE,1c3ab8bf-df99-414c-ab22-fd073b62e8e8,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1c3ab8bf-df99-414c-ab22-fd073b62e8e8,2.86%,2680,72,Dunk,1,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-2-Block,Base Set-Common-1-Dunk,130-116,14.0,10.869565217391305
Keljin Blevins,POR,0022100753,1629833.0,7.0,3.0,4.0,0.429,5.6883333333333335,0.7142857142857143,1.8571428571428572,0.385,0.5714285714285714,1.2857142857142858,0.444,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0,2.0,-45.0,0.0,0.0,CHI,0022100753,away,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ACTIVE,1629833.0,21,nan,Bench,-,1,nan,nan,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,2,4.033333333333333,6,4,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,CHI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,nan,nan,130-116,14.0,0.42857142857142855
Larry Nance Jr.,POR,0022100753,1626204.0,37.0,14.0,23.0,0.378,23.203153153153153,2.7567567567567566,5.351351351351352,0.515,0.5135135135135135,1.6756756756756757,0.306,0.8648648648648649,1.3243243243243243,0.653,1.5675675675675675,4.081081081081081,5.648648648648648,1.972972972972973,0.7297297297297297,1.027027027027027,0.35135135135135137,0.24324324324324326,1.8108108108108107,1,6.891891891891892,-50.0,0.0,0.0,CHI,0022100753,away,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,INACTIVE,1626204.0,11,nan,Bench,-,0,INACTIVE_INJURY,Right Knee; Inflammation ,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CHI,2022-01-31 03:11,Base Set,Common,2,Dunk,2021-01-23 00:30:00+00:00,Cleveland Cavaliers,35000,31552.0,0.0,2848.0,674.0,0.0,12.0,5,0.00%,0.0,25.0,2398.0,False,False,False,False,VISIBLE,59770a29-6764-45e2-96d7-682ba3ae5cd5,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+59770a29-6764-45e2-96d7-682ba3ae5cd5,0.00%,1500,38,Dunk,1,Base Set,Common,"Sun, Jan 23",INJ - exp. back Feb 2,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,130-116,14.0,5.648648648648648
Nassir Little,POR,0022100753,1629642.0,42.0,19.0,23.0,0.452,25.913531746031747,3.4523809523809526,7.5,0.46,1.2142857142857142,3.6666666666666665,0.331,1.6428571428571428,2.238095238095238,0.734,1.380952380952381,4.238095238095238,5.619047619047619,1.2857142857142858,0.9523809523809523,0.5952380952380952,0.8571428571428571,0.3333333333333333,1.9523809523809523,2,9.761904761904763,-23.0,3.0,0.0,CHI,0022100753,away,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,INACTIVE,1629642.0,9,nan,Bench,-,0,INACTIVE_INJURY,Left Shoulder; Labral tear,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CHI,2022-01-31 03:30,Base Set,Common,3,Dunk,2021-11-11 02:00:00+00:00,Portland Trail Blazers,60000,33225.0,0.0,12799.0,17910.0,0.0,2.0,3,0.00%,0.0,0.0,2123.0,nan,nan,nan,nan,VISIBLE,d21131e3-0dd0-4717-b83a-c25c3823cbe1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d21131e3-0dd0-4717-b83a-c25c3823cbe1,0.00%,12000,31,Dunk,2,Base Set,Common,"Thu, Jan 27",INJ - exp. back Oct 1,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,130-116,14.0,5.619047619047619
Norman Powell,POR,0022100753,1626181.0,37.0,13.0,24.0,0.351,32.99279279279279,6.054054054054054,13.432432432432432,0.451,2.1621621621621623,5.513513513513513,0.392,4.027027027027027,5.0,0.805,0.40540540540540543,2.7567567567567566,3.1621621621621623,2.108108108108108,1.5135135135135136,1.054054054054054,0.40540540540540543,0.7027027027027027,2.27027027027027,3,18.2972972972973,-174.0,0.0,0.0,CHI,0022100753,away,1626181.0,1.0,1.0,0.0,1.0,39.483333333333334,6.0,10.0,0.6,1.0,3.0,0.333,3.0,4.0,0.75,1.0,4.0,5.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,16.0,2.0,0.0,0.0,0022100739,ACTIVE,1626181.0,24,SF,Starter,-,1,nan,nan,1,0,1,10,7,0.7,0,4.0,1,0,4,3,0.75,105,34.15,90,-15,22,0,2,3,3,1,4,0,6,5,0.833333333333334,3,4,2,0.5,CHI,2022-01-31 03:05,Base Set,Common,2,Dunk,2021-05-11 02:00:00+00:00,Portland Trail Blazers,40000,29654.0,0.0,5924.0,4514.0,0.0,12.0,5,0.00%,0.0,0.0,749.0,False,False,False,False,VISIBLE,72a4b2f7-a521-4a3e-b82c-3cf0acaa7efb,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+72a4b2f7-a521-4a3e-b82c-3cf0acaa7efb,6.06%,2773,175,Dunk,1,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,130-116,14.0,3.1621621621621623
Reggie Perry,POR,0022100753,1629617.0,2.0,0.0,2.0,0.0,20.425,2.0,4.5,0.444,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.5,3.5,1.0,0.5,0.5,0.0,0.5,3.0,0,5.5,-14.0,0.0,0.0,CHI,0022100753,away,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-01-31 03:05,Base Set,Common,2,Layup,2020-12-23 00:00:00+00:00,Brooklyn Nets,4000,3447.0,0.0,330.0,223.0,0.0,12.0,43,4.88%,0.0,-4.44,136.0,True,True,True,True,VISIBLE,c6d49463-fb9f-4c19-be42-44df78173a52,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c6d49463-fb9f-4c19-be42-44df78173a52,4.88%,4000,43,Layup,2,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,130-116,14.0,3.5
Robert Covington,POR,0022100753,203496.0,45.0,21.0,24.0,0.467,29.529333333333334,2.7777777777777777,7.088888888888889,0.392,1.6888888888888889,4.777777777777778,0.353,0.5777777777777777,0.7111111111111111,0.813,0.8666666666666667,4.688888888888889,5.555555555555555,1.2,1.1333333333333333,1.4444444444444444,1.3111111111111111,0.37777777777777777,2.6444444444444444,0,7.822222222222222,-29.0,1.0,0.0,CHI,0022100753,away,203496.0,1.0,1.0,0.0,1.0,38.333333333333336,4.0,9.0,0.444,3.0,7.0,0.429,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,6.0,13.0,16.0,0.0,0.0,0022100739,ACTIVE,203496.0,33,PF,Starter,-,1,nan,nan,2,0,0,4,3,0.75,0,3.0,3,0,2,2,1.0,93,32.03333333333333,83,-10,11,3,0,0,7,0,7,2,4,3,0.75,0,0,0,0.0,CHI,2022-01-31 03:10,Base Set,Common,2,Assist,2021-01-25 03:00:00+00:00,Portland Trail Blazers,12000,11095.0,0.0,624.0,282.0,0.0,12.0,69,0.00%,-1.43,11.29,252.0,True,False,False,False,VISIBLE,1be41891-a4f3-4ffc-a079-b9f4b60d2eca,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1be41891-a4f3-4ffc-a079-b9f4b60d2eca,0.00%,12000,69,Assist,2,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-2-Assist,Base Set-Common-2-Assist,130-116,14.0,5.555555555555555
Tony Snell,POR,0022100753,203503.0,34.0,13.0,21.0,0.382,13.51107843137255,0.7941176470588235,2.2941176470588234,0.346,0.5294117647058824,1.7647058823529411,0.3,0.08823529411764706,0.08823529411764706,1.0,0.29411764705882354,1.4411764705882353,1.7352941176470589,0.5294117647058824,0.29411764705882354,0.14705882352941177,0.11764705882352941,0.058823529411764705,1.1470588235294117,0,2.2058823529411766,-102.0,0.0,0.0,CHI,0022100753,away,203503.0,1.0,1.0,0.0,1.0,9.666666666666666,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0022100739,ACTIVE,203503.0,17,nan,Bench,-,1,nan,nan,0,0,0,2,0,0.0,0,1.0,1,0,0,0,0.0,37,15.216666666666667,30,-7,0,0,0,0,3,0,3,0,1,0,0.0,0,1,0,0.0,CHI,2022-01-31 03:08,Base Set,Common,2,3 Pointer,2021-03-12 00:30:00+00:00,Atlanta Hawks,12000,11233.0,0.0,534.0,233.0,0.0,12.0,19,0.00%,0.0,5.56,462.0,True,False,False,False,VISIBLE,04e68787-d54d-4fc7-bb24-742407f13a04,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+04e68787-d54d-4fc7-bb24-742407f13a04,0.00%,12000,19,3 Pointer,2,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,130-116,14.0,1.7352941176470589
Trendon Watford,POR,0022100753,1630570.0,23.0,10.0,13.0,0.435,10.409710144927537,1.4782608695652173,2.782608695652174,0.531,0.0,0.21739130434782608,0.0,0.6521739130434783,1.0,0.652,0.6956521739130435,1.9565217391304348,2.652173913043478,0.8695652173913043,0.6086956521739131,0.21739130434782608,0.43478260869565216,0.17391304347826086,1.2173913043478262,0,3.608695652173913,-83.0,0.0,0.0,CHI,0022100753,away,1630570.0,1.0,1.0,0.0,1.0,15.466666666666667,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,0022100739,ACTIVE,1630570.0,2,nan,Bench,-,1,nan,nan,2,3,0,6,5,0.833333333333334,0,0.0,3,0,0,0,0.0,53,21.916666666666668,51,-2,10,0,10,0,2,0,2,0,1,0,0.0,0,5,5,1.0,CHI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,nan,nan,130-116,14.0,2.652173913043478
Alex Caruso,CHI,0022100753,1627936.0,28.0,19.0,9.0,0.679,27.69434523809524,2.7857142857142856,6.5,0.429,1.0714285714285714,3.107142857142857,0.345,1.7142857142857142,2.107142857142857,0.814,0.8928571428571429,2.9642857142857144,3.857142857142857,3.892857142857143,1.4285714285714286,1.9285714285714286,0.39285714285714285,0.4642857142857143,2.4285714285714284,2,8.357142857142858,140.0,1.0,0.0,POR,0022100753,home,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,INACTIVE,1627936.0,6,nan,Bench,-,0,INACTIVE_INJURY,Right Wrist; Fracture,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,POR,2022-01-31 03:31,Base Set,Common,3,Dunk,2021-10-23 00:00:00+00:00,Chicago Bulls,60000,37659.0,0.0,9724.0,15823.0,0.0,2.0,3,0.00%,0.0,0.0,2557.0,nan,nan,nan,nan,VISIBLE,7574a00f-da12-4fc0-85c0-ded99b1b9615,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+7574a00f-da12-4fc0-85c0-ded99b1b9615,0.00%,1530,127,Block,1,Base Set,Common,"Sun, Jan 23",INJ - exp. back Mar 15,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,116-130,-14.0,3.857142857142857
Alfonzo McKinnie,CHI,0022100753,1628035.0,14.0,7.0,7.0,0.5,14.291428571428572,1.7142857142857142,4.214285714285714,0.407,0.6428571428571429,1.8571428571428572,0.346,0.07142857142857142,0.42857142857142855,0.167,0.9285714285714286,1.2142857142857142,2.142857142857143,0.35714285714285715,0.5,0.14285714285714285,0.21428571428571427,0.2857142857142857,1.7857142857142858,0,4.142857142857143,-63.0,0.0,0.0,POR,0022100753,home,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ACTIVE,1628035.0,28,nan,Bench,-,1,nan,nan,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,2,1.1666666666666667,0,-2,0,0,0,0,1,0,1,0,0,0,0.0,0,1,0,0.0,POR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,nan,nan,116-130,-14.0,2.142857142857143
Alize Johnson,CHI,0022100753,1628993.0,16.0,10.0,6.0,0.625,7.533541666666666,0.75,1.4375,0.522,0.0,0.125,0.0,0.25,0.4375,0.571,1.0,1.25,2.25,0.5,0.5,0.1875,0.0,0.1875,0.9375,0,1.75,-61.0,0.0,0.0,POR,0022100753,home,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,nan,nan,116-130,-14.0,2.25
Ayo Dosunmu,CHI,0022100753,1630245.0,44.0,27.0,17.0,0.614,23.132007575757573,3.022727272727273,5.7272727272727275,0.528,0.8409090909090909,2.022727272727273,0.416,0.7045454545454546,1.1136363636363635,0.633,0.36363636363636365,2.25,2.6136363636363638,2.0,1.0909090909090908,0.5681818181818182,0.38636363636363635,0.4090909090909091,2.0,0,7.590909090909091,-38.0,2.0,0.0,POR,0022100753,home,1630245.0,1.0,0.0,1.0,0.0,35.88333333333333,3.0,9.0,0.333,0.0,3.0,0.0,4.0,4.0,1.0,0.0,6.0,6.0,3.0,0.0,2.0,0.0,0.0,3.0,2.0,10.0,5.0,0.0,0.0,0022100742,ACTIVE,1630245.0,12,PG,Starter,-,1,nan,nan,11,0,0,3,2,0.666666666666666,0,1.0,2,0,2,2,1.0,84,33.63333333333333,96,12,7,0,2,0,6,0,6,2,1,1,1.0,3,2,1,0.5,POR,2022-01-31 03:31,Base Set,Common,3,Layup,2021-10-20 23:00:00+00:00,Chicago Bulls,4000,2189.0,0.0,126.0,1685.0,0.0,2.0,241,-0.41%,-0.82,9.55,117.0,True,True,True,True,VISIBLE,a73bae1b-dfa4-4344-a148-2b4343e4aea0,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a73bae1b-dfa4-4344-a148-2b4343e4aea0,-0.41%,4000,241,Layup,3,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,116-130,-14.0,2.6136363636363638
Coby White,CHI,0022100753,1629632.0,30.0,18.0,12.0,0.6,27.169944444444447,4.666666666666667,10.5,0.444,1.9666666666666666,5.466666666666667,0.36,1.4333333333333333,1.7666666666666666,0.811,0.26666666666666666,2.566666666666667,2.8333333333333335,2.5,1.2666666666666666,0.5333333333333333,0.3,0.6,2.2666666666666666,1,12.733333333333333,-62.0,1.0,0.0,POR,0022100753,home,1629632.0,1.0,0.0,1.0,0.0,29.3,7.0,9.0,0.778,4.0,6.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0022100742,ACTIVE,1629632.0,0,nan,Bench,-,1,nan,nan,6,0,0,12,5,0.416666666666667,0,2.0,1,1,5,5,1.0,75,30.816666666666666,79,4,18,0,4,0,2,1,3,0,7,3,0.428571428571429,1,5,2,0.4,POR,2022-01-31 03:29,Base Set,Common,3,Dunk,2021-12-20 01:00:00+00:00,Chicago Bulls,60000,20505.0,0.0,4256.0,37754.0,0.0,2.0,3,0.00%,0.0,0.0,672.0,nan,nan,nan,nan,VISIBLE,2e17bdf3-0b3f-4235-912e-79f236045060,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+2e17bdf3-0b3f-4235-912e-79f236045060,1.09%,2979,93,Assist,1,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Assist,116-130,-14.0,2.8333333333333335
DeMar DeRozan,CHI,0022100753,201942.0,44.0,28.0,16.0,0.636,34.93844696969697,9.590909090909092,19.204545454545453,0.499,0.6136363636363636,1.8181818181818181,0.338,6.704545454545454,7.818181818181818,0.858,0.8181818181818182,4.2272727272727275,5.045454545454546,4.886363636363637,2.2045454545454546,0.7727272727272727,0.3409090909090909,1.1818181818181819,2.227272727272727,5,26.5,189.0,3.0,0.0,POR,0022100753,home,201942.0,1.0,0.0,1.0,0.0,36.61666666666667,13.0,22.0,0.591,1.0,1.0,1.0,5.0,5.0,1.0,0.0,6.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,3.0,32.0,-6.0,0.0,0.0,0022100742,ACTIVE,201942.0,11,PF,Starter,-,1,nan,nan,10,0,0,13,9,0.692307692307692,0,3.0,0,0,4,4,1.0,88,34.31666666666667,104,16,23,0,8,0,4,0,4,2,1,1,1.0,1,12,8,0.666666666666666,POR,2022-01-31 03:10,Base Set,Common,2,Jump Shot,2021-01-30 01:30:00+00:00,San Antonio Spurs,40000,35451.0,0.0,2748.0,1829.0,0.0,12.0,17,0.00%,6.25,-54.05,1288.0,False,False,False,False,VISIBLE,e65450c1-c4fa-452c-9108-79e3c3f78699,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+e65450c1-c4fa-452c-9108-79e3c3f78699,3.33%,2986,248,Dunk,1,Base Set,Common,nan,nan,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-2-Jump Shot,Base Set-Common-1-Dunk,116-130,-14.0,5.045454545454546
Derrick Jones Jr.,CHI,0022100753,1627884.0,31.0,21.0,10.0,0.677,17.20247311827957,2.2903225806451615,3.935483870967742,0.582,0.4838709677419355,1.1935483870967742,0.405,1.2580645161290323,1.4838709677419355,0.848,1.1935483870967742,2.161290322580645,3.3548387096774195,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.7419354838709677,0.41935483870967744,2.2903225806451615,1,6.32258064516129,19.0,0.0,0.0,POR,0022100753,home,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,INACTIVE,1627884.0,5,nan,Bench,-,0,INACTIVE_INJURY,Right Finger; Fracture,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,POR,2022-01-31 03:29,Base Set,Common,3,Dunk,2021-12-07 01:00:00+00:00,Chicago Bulls,60000,20347.0,0.0,4414.0,38115.0,0.0,2.0,3,0.00%,0.0,0.0,1172.0,nan,nan,nan,nan,VISIBLE,d86a9ca0-52bf-42cd-8a7c-6cb2c91fe9f6,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d86a9ca0-52bf-42cd-8a7c-6cb2c91fe9f6,0.00%,12000,10,Dunk,2,Base Set,Common,"Sat, Jan 29",INJ - exp. back Feb 5,1610612757,116,POR,,Final,1610612741,130,CHI,4,2022-01-30 15:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,116-130,-14.0,3.3548387096774195
