name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,pts_proj,ast_proj
Darius Garland,CLE,0022100759,1629636,44,28,16,0.636,34.67901515151515,7.5,16.045454545454547,0.467,2.522727272727273,6.840909090909091,0.369,2.227272727272727,2.4545454545454546,0.907,0.5227272727272727,2.772727272727273,3.2954545454545454,8.159090909090908,3.6363636363636362,1.2272727272727273,0.09090909090909091,0.5454545454545454,1.7045454545454546,2,19.75,317,16,1,NOP,0022100759,home,INACTIVE,1629636.0,10,nan,Bench,-,0,INACTIVE_INJURY,Low Back; Soreness,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,NOP,2022-02-01 01:56,Base Set,Common,3,Assist,2021-11-30 01:30:00+00:00,Cleveland Cavaliers,60000,12839.0,0.0,3121.0,45058.0,0.0,2.0,3,-25.00%,0.0,-25.0,303.0,nan,nan,nan,nan,VISIBLE,30f10dfd-439e-4731-b0b8-ada442ed2a1b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+30f10dfd-439e-4731-b0b8-ada442ed2a1b,0.00%,3999,299,Layup,1,Base Set,Common,"Mon, Jan 31",INJ - exp. back Feb 2,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-3-Assist,Base Set-Common-1-Layup,90-93,-3,19.75,8.159090909090908
Dean Wade,CLE,0022100759,1629731,35,19,16,0.543,18.984761904761907,1.9428571428571428,4.228571428571429,0.459,1.0285714285714285,2.742857142857143,0.375,0.34285714285714286,0.5714285714285714,0.6,0.7142857142857143,2.4571428571428573,3.1714285714285713,1.1142857142857143,0.37142857142857144,0.5428571428571428,0.11428571428571428,0.05714285714285714,1.5714285714285714,0,5.257142857142857,2,1,0,NOP,0022100759,home,ACTIVE,1629731.0,32,SF,Starter,-,1,nan,nan,2,0,0,5,0,0.0,0,0.0,2,0,0,0,0.0,36,19.25,31,-5,0,0,0,0,1,0,1,1,5,0,0.0,1,0,0,0.0,NOP,2022-02-01 01:30,Base Set,Common,2,Dunk,2021-02-24 00:00:00+00:00,Cleveland Cavaliers,12000,11207.0,0.0,564.0,232.0,0.0,12.0,14,-6.67%,7.69,55.56,420.0,True,False,False,False,VISIBLE,c8248c27-b231-4ad0-b431-9908f6268ffa,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c8248c27-b231-4ad0-b431-9908f6268ffa,-6.67%,12000,14,Dunk,2,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,90-93,-3,5.257142857142857,1.1142857142857143
Denzel Valentine,CLE,0022100759,1627756,22,13,9,0.591,9.252121212121212,1.0454545454545454,2.8181818181818183,0.371,0.8181818181818182,2.0,0.409,0.0,0.0,0.0,0.4090909090909091,1.3181818181818181,1.7272727272727273,0.5,0.45454545454545453,0.3181818181818182,0.0,0.045454545454545456,0.7727272727272727,0,2.909090909090909,-25,0,0,NOP,0022100759,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:32,Base Set,Common,2,Dunk,2021-02-23 01:00:00+00:00,Chicago Bulls,12000,11250.0,0.0,523.0,229.0,0.0,12.0,15,0.00%,0.0,15.38,462.0,True,False,False,False,VISIBLE,6b86a1af-2d34-4d12-95cc-f703d36ce61b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6b86a1af-2d34-4d12-95cc-f703d36ce61b,0.00%,12000,15,Dunk,2,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,90-93,-3,2.909090909090909,0.5
Dylan Windler,CLE,0022100759,1629685,34,21,13,0.618,9.996960784313725,0.9705882352941176,2.264705882352941,0.429,0.6176470588235294,1.588235294117647,0.389,0.20588235294117646,0.2647058823529412,0.778,0.4117647058823529,1.411764705882353,1.8235294117647058,0.7352941176470589,0.38235294117647056,0.23529411764705882,0.058823529411764705,0.11764705882352941,1.088235294117647,0,2.764705882352941,-10,0,0,NOP,0022100759,home,ACTIVE,1629685.0,9,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,NOP,2022-02-01 01:30,Base Set,Common,2,3 Pointer,2020-12-24 00:00:00+00:00,Cleveland Cavaliers,4000,3721.0,0.0,207.0,72.0,0.0,12.0,85,0.00%,4.94,13.33,138.0,True,True,True,True,VISIBLE,ec488c41-8f47-41b3-976e-211080277c8d,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ec488c41-8f47-41b3-976e-211080277c8d,0.00%,4000,85,3 Pointer,2,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,90-93,-3,2.764705882352941,0.7352941176470589
Ed Davis,CLE,0022100759,202334,15,9,6,0.6,8.794666666666666,0.6,0.9333333333333333,0.643,0.0,0.0,0.0,0.2,0.5333333333333333,0.375,0.4666666666666667,2.4,2.8666666666666667,0.2,0.2,0.2,0.4666666666666667,0.06666666666666667,1.4666666666666666,0,1.4,-8,0,0,NOP,0022100759,home,ACTIVE,202334.0,21,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,NOP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,nan,nan,90-93,-3,1.4,0.2
Evan Mobley,CLE,0022100759,1630596,42,27,15,0.643,34.45686507936508,6.166666666666667,12.095238095238095,0.51,0.42857142857142855,1.4285714285714286,0.3,2.3333333333333335,3.5238095238095237,0.662,1.8333333333333333,6.333333333333333,8.166666666666666,2.5952380952380953,1.9285714285714286,0.7142857142857143,1.6904761904761905,0.7619047619047619,2.0238095238095237,2,15.095238095238095,146,10,0,NOP,0022100759,home,ACTIVE,1630596.0,4,PF,Starter,-,1,nan,nan,2,3,0,7,1,0.14285714285714302,0,2.0,2,0,3,2,0.666666666666666,44,22.933666666666667,35,-9,4,0,0,1,3,2,5,1,2,0,0.0,1,5,1,0.2,NOP,2022-02-01 01:55,Metallic Silver FE,Fandom,3,Block,2021-11-14 01:00:00+00:00,Cleveland Cavaliers,4488,4351.0,0.0,137.0,0.0,0.0,15.0,265,-8.30%,-6.69,0.0,155.0,nan,nan,nan,nan,CHALLENGE_REWARD_RELEASED,b8b1be55-ed2d-43a0-8d78-fda6765254d5,e769f4b4-b469-45be-b777-0f9e24d548e2,https://nbatopshot.com/listings/p2p/e769f4b4-b469-45be-b777-0f9e24d548e2+b8b1be55-ed2d-43a0-8d78-fda6765254d5,1.23%,4000,495,Layup,3,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Metallic Silver FE-Fandom-3-Block,Base Set-Common-3-Layup,90-93,-3,15.095238095238095,2.5952380952380953
Isaac Okoro,CLE,0022100759,1630171,35,20,15,0.571,28.559761904761906,3.257142857142857,7.142857142857143,0.456,0.8,2.8,0.286,1.6571428571428573,2.257142857142857,0.734,1.0857142857142856,2.2285714285714286,3.3142857142857145,1.8571428571428572,1.1142857142857143,0.8285714285714286,0.3142857142857143,0.45714285714285713,2.5142857142857142,1,8.971428571428572,93,0,0,NOP,0022100759,home,ACTIVE,1630171.0,35,SG,Starter,-,1,nan,nan,1,0,1,5,4,0.8,0,3.0,2,0,4,4,1.0,48,25.483666666666668,47,-1,14,2,4,0,1,2,3,0,2,2,1.0,1,3,2,0.666666666666666,NOP,2022-02-01 01:57,Base Set,Common,3,Dunk,2021-11-30 01:30:00+00:00,Cleveland Cavaliers,60000,29094.0,0.0,9686.0,25227.0,0.0,2.0,3,0.00%,0.0,0.0,1932.0,nan,nan,nan,nan,VISIBLE,888dfee3-f4ec-4d10-ae7f-7846000c0630,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+888dfee3-f4ec-4d10-ae7f-7846000c0630,0.00%,4000,60,Dunk,2,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,90-93,-3,8.971428571428572,1.8571428571428572
Jarrett Allen,CLE,0022100759,1628386,42,28,14,0.667,32.78452380952381,6.523809523809524,9.595238095238095,0.68,0.023809523809523808,0.21428571428571427,0.111,3.0,4.309523809523809,0.696,3.4047619047619047,7.5,10.904761904761905,1.880952380952381,1.8333333333333333,0.8095238095238095,1.380952380952381,0.6190476190476191,1.880952380952381,4,16.071428571428573,162,26,0,NOP,0022100759,home,ACTIVE,1628386.0,31,C,Starter,-,1,nan,nan,1,2,1,12,7,0.583333333333333,0,4.0,0,0,2,2,1.0,64,33.532,68,4,16,2,14,2,6,2,8,0,0,0,0.0,0,12,7,0.583333333333333,NOP,2022-02-01 01:52,Base Set,Common,3,Dunk,2021-10-22 23:00:00+00:00,Cleveland Cavaliers,60000,36825.0,0.0,11307.0,15148.0,0.0,2.0,3,0.00%,0.0,0.0,2507.0,nan,nan,nan,nan,VISIBLE,e09499f2-5afc-44ce-9295-1d81769e4a06,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e09499f2-5afc-44ce-9295-1d81769e4a06,6.02%,3999,88,Block,1,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,90-93,-3,16.071428571428573,1.880952380952381
Justin Anderson,CLE,0022100759,1626147,3,1,2,0.333,15.533333333333333,1.3333333333333333,2.6666666666666665,0.5,0.6666666666666666,2.0,0.333,1.0,1.3333333333333333,0.75,0.0,2.0,2.0,2.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.3333333333333333,1,4.333333333333333,34,0,0,NOP,0022100759,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,nan,nan,90-93,-3,4.333333333333333,2.0
Kevin Love,CLE,0022100759,201567,42,24,18,0.571,21.487817460317462,4.404761904761905,10.047619047619047,0.438,2.4761904761904763,6.166666666666667,0.402,2.7857142857142856,3.1904761904761907,0.873,1.0952380952380953,6.142857142857143,7.238095238095238,2.119047619047619,1.3333333333333333,0.35714285714285715,0.19047619047619047,0.19047619047619047,1.0238095238095237,2,14.071428571428571,105,7,0,NOP,0022100759,home,ACTIVE,201567.0,0,nan,Bench,-,1,nan,nan,3,2,0,15,6,0.4,0,2.0,1,0,0,0,0.0,56,33.01733333333333,73,17,15,0,4,0,10,1,11,0,8,3,0.375,0,7,3,0.428571428571429,NOP,2022-02-01 01:34,Base Set,Common,2,Assist,2021-04-21 23:00:00+00:00,Cleveland Cavaliers,40000,35286.0,0.0,3167.0,1623.0,0.0,12.0,6,0.00%,0.0,0.0,987.0,False,False,False,False,VISIBLE,2e104e40-73e5-44b6-bb7b-b0838c7272c3,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+2e104e40-73e5-44b6-bb7b-b0838c7272c3,0.00%,1500,140,Assist,1,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-2-Assist,Base Set-Common-1-Assist,90-93,-3,14.071428571428571,2.119047619047619
Kevin Pangos,CLE,0022100759,1630698,21,14,7,0.667,7.697460317460318,0.7142857142857143,2.142857142857143,0.333,0.2857142857142857,1.2380952380952381,0.231,0.14285714285714285,0.19047619047619047,0.75,0.09523809523809523,0.42857142857142855,0.5238095238095238,1.4285714285714286,0.3333333333333333,0.14285714285714285,0.0,0.047619047619047616,0.47619047619047616,0,1.8571428571428572,-31,0,0,NOP,0022100759,home,ACTIVE,1630698.0,6,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,NOP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,nan,nan,90-93,-3,1.8571428571428572,1.4285714285714286
Lamar Stevens,CLE,0022100759,1630205,34,23,11,0.676,15.075980392156865,2.1176470588235294,4.588235294117647,0.462,0.38235294117647056,1.2058823529411764,0.317,0.5588235294117647,0.8529411764705882,0.655,0.7941176470588235,1.588235294117647,2.3823529411764706,0.6470588235294118,0.5588235294117647,0.4411764705882353,0.20588235294117646,0.35294117647058826,1.4411764705882353,0,5.176470588235294,-27,0,0,NOP,0022100759,home,ACTIVE,1630205.0,8,nan,Bench,-,1,nan,nan,2,2,1,6,5,0.833333333333334,0,2.0,2,1,2,1,0.5,44,23.1665,47,3,11,0,6,2,4,0,4,3,0,0,0.0,1,6,5,0.833333333333334,NOP,2022-02-01 01:56,Base Set,Common,3,Dunk,2021-11-11 00:00:00+00:00,Cleveland Cavaliers,60000,33187.0,0.0,12836.0,18370.0,0.0,2.0,3,0.00%,0.0,0.0,2539.0,nan,nan,nan,nan,VISIBLE,4aecbacc-6e41-49af-b3f1-4f6ce7ce225a,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4aecbacc-6e41-49af-b3f1-4f6ce7ce225a,0.00%,12000,15,Dunk,2,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,90-93,-3,5.176470588235294,0.6470588235294118
Lauri Markkanen,CLE,0022100759,1628374,38,23,15,0.605,30.201228070175443,4.947368421052632,11.342105263157896,0.436,2.026315789473684,5.921052631578948,0.342,1.6578947368421053,1.9210526315789473,0.863,1.0789473684210527,4.2368421052631575,5.315789473684211,1.4736842105263157,0.8157894736842105,0.7631578947368421,0.5526315789473685,0.868421052631579,1.7894736842105263,2,13.578947368421053,178,1,0,NOP,0022100759,home,INACTIVE,1628374.0,24,nan,Bench,-,0,INACTIVE_INJURY,Right Ankle; Sprain,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,NOP,2022-02-01 01:31,Base Set,Common,2,Dunk,2021-03-17 00:00:00+00:00,Chicago Bulls,40000,36078.0,0.0,2795.0,1232.0,0.0,12.0,5,0.00%,0.0,0.0,1471.0,False,False,False,False,VISIBLE,ff8d03e8-1529-4e33-b248-0ae25a5aa0c6,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ff8d03e8-1529-4e33-b248-0ae25a5aa0c6,8.33%,12000,13,Dunk,2,Base Set,Common,"Tue, Jan 25",INJ - exp. back Feb 6,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,90-93,-3,13.578947368421053,1.4736842105263157
Luke Kornet,CLE,0022100759,1628436,2,1,1,0.5,7.433333333333334,0.5,2.5,0.2,0.0,0.5,0.0,1.0,1.5,0.667,1.0,0.5,1.5,0.5,0.0,0.0,0.5,0.5,0.5,1,2.0,20,0,0,NOP,0022100759,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:32,Base Set,Common,1,Dunk,2020-01-26 01:00:00+00:00,Chicago Bulls,3999,3242.0,0.0,384.0,374.0,0.0,25.0,31,0.00%,0.0,-6.06,216.0,True,False,False,False,VISIBLE,9ec3d149-ba82-4f7a-b9cb-8f5f3c0f8a21,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+9ec3d149-ba82-4f7a-b9cb-8f5f3c0f8a21,0.00%,3999,31,Dunk,1,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-1-Dunk,Base Set-Common-1-Dunk,90-93,-3,2.0,0.5
Malik Newman,CLE,0022100759,1629005,1,0,1,0.0,7.683333333333334,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,8.0,1,0,0,NOP,0022100759,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,nan,nan,90-93,-3,8.0,1.0
RJ Nembhard Jr.,CLE,0022100759,1630612,6,3,3,0.5,7.0055555555555555,0.8333333333333334,1.8333333333333333,0.455,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.16666666666666666,0.0,0.0,0.5,0.3333333333333333,0,1.8333333333333333,5,0,0,NOP,0022100759,home,ACTIVE,1630612.0,5,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,NOP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,nan,nan,90-93,-3,1.8333333333333333,1.6666666666666667
Rajon Rondo,CLE,0022100759,200765,6,4,2,0.667,20.427222222222223,2.6666666666666665,7.0,0.381,1.6666666666666667,4.333333333333333,0.385,0.8333333333333334,1.0,0.833,0.16666666666666666,3.0,3.1666666666666665,4.5,2.1666666666666665,1.1666666666666667,0.0,0.16666666666666666,1.5,0,7.833333333333333,7,0,0,NOP,0022100759,home,ACTIVE,200765.0,1,nan,Bench,-,1,nan,nan,2,0,3,7,2,0.28571428571428603,0,1.0,1,0,0,0,0.0,26,17.783333333333335,30,4,5,0,2,0,2,0,2,0,3,1,0.333333333333333,1,4,1,0.25,NOP,2022-02-01 01:48,Archive Set,Common,S21,Layup,2014-01-25 00:30:00+00:00,Boston Celtics,20000,18388.0,0.0,1612.0,192.0,0.0,2.0,8,-20.00%,14.29,14.29,416.0,nan,nan,nan,nan,VISIBLE,1de5e434-2e3d-402c-835a-fe35769b4d3b,9e89b552-0236-4ffc-ab6b-8cf7c27d46b4,https://nbatopshot.com/listings/p2p/9e89b552-0236-4ffc-ab6b-8cf7c27d46b4+1de5e434-2e3d-402c-835a-fe35769b4d3b,0.00%,2077,145,Assist,1,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Archive Set-Common-S21-Layup,Base Set-Common-1-Assist,90-93,-3,7.833333333333333,4.5
Ricky Rubio,CLE,0022100759,201937,34,20,14,0.588,28.533823529411762,4.382352941176471,12.088235294117647,0.363,1.7352941176470589,5.117647058823529,0.339,2.588235294117647,3.0294117647058822,0.854,0.4411764705882353,3.7058823529411766,4.147058823529412,6.617647058823529,2.6470588235294117,1.4411764705882353,0.20588235294117646,0.7647058823529411,2.2058823529411766,2,13.088235294117647,184,5,0,NOP,0022100759,home,INACTIVE,201937.0,3,nan,Bench,-,0,INACTIVE_INJURY,Left Knee; ACL Tear,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,NOP,2022-02-01 01:37,Base Set,Common,2,Layup,2021-04-25 01:00:00+00:00,Minnesota Timberwolves,40000,33060.0,0.0,4176.0,2825.0,0.0,12.0,8,0.00%,14.29,-11.11,741.0,False,False,False,False,VISIBLE,b87fd88a-78a8-4775-a614-8a36053a488c,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b87fd88a-78a8-4775-a614-8a36053a488c,7.50%,3345,43,Layup,1,Base Set,Common,"Thu, Dec 30",Out for the season,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Layup,90-93,-3,13.088235294117647,6.617647058823529
Tacko Fall,CLE,0022100759,1629605,11,4,7,0.364,5.343939393939394,0.45454545454545453,1.0909090909090908,0.417,0.0,0.0,0.0,0.18181818181818182,0.6363636363636364,0.286,0.6363636363636364,1.4545454545454546,2.090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.5454545454545454,0.09090909090909091,0.2727272727272727,0,1.0909090909090908,5,0,0,NOP,0022100759,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:57,Base Set,Common,3,Block,2021-11-19 00:30:00+00:00,Cleveland Cavaliers,60000,31387.0,0.0,12715.0,20306.0,0.0,2.0,3,0.00%,0.0,0.0,1696.0,nan,nan,nan,nan,VISIBLE,f855b972-0ec0-41cf-9e04-49400126dd9f,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f855b972-0ec0-41cf-9e04-49400126dd9f,0.00%,12000,10,Block,2,Base Set,Common,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-2-Block,90-93,-3,1.0909090909090908,0.18181818181818182
Trevon Scott,CLE,0022100759,1630286,2,1,1,0.5,5.683333333333334,1.5,3.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0,3.0,4,0,0,NOP,0022100759,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612740,90,NOP,,Final,1610612739,93,CLE,4,2022-01-31 19:00:00-05:00,nan,nan,90-93,-3,3.0,0.0
Amir Coffey,LAC,0022100760,1629599,39,17,22,0.436,21.561752136752137,2.6153846153846154,5.769230769230769,0.453,1.3076923076923077,3.4615384615384617,0.378,1.5128205128205128,1.7179487179487178,0.881,0.46153846153846156,2.6153846153846154,3.076923076923077,1.641025641025641,0.4358974358974359,0.5384615384615384,0.23076923076923078,0.28205128205128205,1.3076923076923077,1,8.051282051282051,-4,0,0,IND,0022100760,away,ACTIVE,1629599.0,7,SG,Starter,-,1,nan,nan,4,1,1,14,9,0.642857142857143,0,3.0,2,0,4,4,1.0,92,35.483333333333334,90,-2,27,0,8,4,3,2,5,1,9,5,0.555555555555556,1,5,4,0.8,IND,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612746,116,LAC,,Final,1610612754,122,IND,4,2022-01-31 19:00:00-05:00,nan,nan,122-116,6,8.051282051282051,1.641025641025641
