name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,notplayingreason,notplayingdescription,player_id,jersey_num,position,starter,on_court,played,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,ast_proj
Taurean Prince,MIN,0022100782,1627752,40,21,19,0.525,15.651,1.925,4.325,0.445,1.0,2.725,0.367,0.65,0.875,0.743,0.375,2.0,2.375,0.9,0.675,0.5,0.25,0.1,1.325,1,5.5,-26,0,0,DET,0022100782,away,ACTIVE,nan,nan,1627752.0,12,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,DET,2022-02-03 19:42,Base Set,Common,3,Layup,2021-11-27 23:00:00+00:00,Minnesota Timberwolves,60000,30434.0,0.0,12296.0,21365.0,0.0,2.0,3,50.00%,0.0,0.0,1505.0,nan,nan,nan,nan,VISIBLE,88631a32-86f8-46ef-a46a-6179dab3b768,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+88631a32-86f8-46ef-a46a-6179dab3b768,0.00%,12000,10,Assist,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-2-Assist,0-0,0,0
Cade Cunningham,DET,0022100782,1630595,41,11,30,0.268,32.05845528455285,5.975609756097561,15.048780487804878,0.397,2.048780487804878,6.2439024390243905,0.328,1.8048780487804879,2.097560975609756,0.86,0.926829268292683,4.536585365853658,5.463414634146342,5.2439024390243905,3.4878048780487805,1.3170731707317074,0.6829268292682927,1.1219512195121952,2.951219512195122,2,15.804878048780488,-251,6,2,MIN,0022100782,home,ACTIVE,DNP_INJURY,Right Hip; Pointer,1630595.0,2,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:42,Base Set,Common,3,Layup,2021-10-30 23:00:00+00:00,Detroit Pistons,4000,1852.0,0.0,385.0,1763.0,0.0,2.0,599,-0.17%,0.67,-3.39,103.0,True,True,True,True,VISIBLE,72e39948-54a2-4be7-a0c5-5ea8b1e5051d,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+72e39948-54a2-4be7-a0c5-5ea8b1e5051d,-0.17%,4000,599,Layup,3,Base Set,Common,"Thu, Feb 3",INJ - exp. back Feb 4,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,0-0,0,0
Cassius Stanley,DET,0022100782,1630199,9,3,6,0.333,17.22222222222222,2.111111111111111,5.111111111111111,0.413,0.4444444444444444,1.8888888888888888,0.235,1.1111111111111112,1.1111111111111112,1.0,0.5555555555555556,1.5555555555555556,2.111111111111111,0.4444444444444444,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.2222222222222222,1.8888888888888888,1,5.777777777777778,-15,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Cheick Diallo,DET,0022100782,1627767,3,0,3,0.0,10.21111111111111,1.0,2.6666666666666665,0.375,0.0,0.0,0.0,1.6666666666666667,2.0,0.833,1.3333333333333333,2.6666666666666665,4.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2.0,1,3.6666666666666665,-33,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Cory Joseph,DET,0022100782,202709,39,10,29,0.256,23.627649572649574,2.8974358974358974,6.230769230769231,0.465,1.0256410256410255,2.3846153846153846,0.43,1.6666666666666667,1.9743589743589745,0.844,0.4358974358974359,1.9487179487179487,2.3846153846153846,3.8205128205128207,1.3333333333333333,0.6923076923076923,0.1794871794871795,0.28205128205128205,1.8974358974358974,2,8.487179487179487,-131,0,0,MIN,0022100782,home,ACTIVE,nan,nan,202709.0,18,PG,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:42,Base Set,Common,3,Layup,2021-11-24 00:00:00+00:00,Detroit Pistons,12000,8962.0,0.0,1967.0,1084.0,0.0,2.0,15,0.00%,15.38,0.0,176.0,True,nan,nan,nan,VISIBLE,7b37d950-eaf9-4e6f-977d-517f12713828,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+7b37d950-eaf9-4e6f-977d-517f12713828,0.00%,12000,15,Layup,3,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,0-0,0,0
Deividas Sirvydis,DET,0022100782,1629686,3,1,2,0.333,8.871666666666666,0.3333333333333333,3.3333333333333335,0.1,0.3333333333333333,2.3333333333333335,0.143,0.0,0.0,0.0,0.0,2.0,2.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0,1.0,-28,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Derrick Walton Jr.,DET,0022100782,1628476,3,1,2,0.333,36.07333333333333,2.0,8.666666666666666,0.231,1.0,4.333333333333333,0.231,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,3.3333333333333335,7.0,3.6666666666666665,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.6666666666666665,1,6.333333333333333,-3,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Frank Jackson,DET,0022100782,1628402,37,6,31,0.162,22.48072072072072,3.918918918918919,9.35135135135135,0.419,1.837837837837838,5.594594594594595,0.329,1.3513513513513513,1.6756756756756757,0.806,0.2972972972972973,1.2432432432432432,1.5405405405405406,0.8648648648648649,0.8378378378378378,0.4594594594594595,0.24324324324324326,0.40540540540540543,1.7567567567567568,1,11.027027027027026,-133,0,0,MIN,0022100782,home,ACTIVE,nan,nan,1628402.0,5,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:42,Base Set,Common,3,Dunk,2021-11-29 02:30:00+00:00,Detroit Pistons,60000,29413.0,0.0,13317.0,21938.0,0.0,2.0,3,0.00%,0.0,0.0,1847.0,nan,nan,nan,nan,VISIBLE,fb944ec7-9fe7-4a27-ae86-db4dc5d09e74,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+fb944ec7-9fe7-4a27-ae86-db4dc5d09e74,0.00%,12000,10,Dunk,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,0-0,0,0
Hamidou Diallo,DET,0022100782,1628977,43,9,34,0.209,22.388953488372092,4.465116279069767,8.883720930232558,0.503,0.3953488372093023,1.5348837209302326,0.258,1.2790697674418605,2.0,0.64,1.1627906976744187,3.395348837209302,4.558139534883721,1.302325581395349,1.0930232558139534,1.2093023255813953,0.3488372093023256,0.37209302325581395,2.5348837209302326,2,10.604651162790697,-170,3,0,MIN,0022100782,home,ACTIVE,nan,nan,1628977.0,6,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:43,Base Set,Common,3,Dunk,2021-12-11 01:00:00+00:00,Detroit Pistons,60000,25897.0,0.0,9932.0,28227.0,0.0,2.0,3,0.00%,0.0,0.0,1547.0,nan,nan,nan,nan,VISIBLE,59c8f627-fac3-4d9f-9851-223acda64990,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+59c8f627-fac3-4d9f-9851-223acda64990,0.00%,12000,15,Dunk,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,0-0,0,0
Isaiah Livers,DET,0022100782,1630587,1,0,1,0.0,4.683333333333334,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0.0,-2,0,0,MIN,0022100782,home,INACTIVE,INACTIVE_INJURY,Right Foot; Injury Recovery,1630587.0,12,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Tue, Feb 1",INJ - exp. back Feb 4,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Isaiah Stewart,DET,0022100782,1630191,42,10,32,0.238,25.420158730158732,3.4285714285714284,6.5,0.527,0.07142857142857142,0.5476190476190477,0.13,0.9761904761904762,1.4523809523809523,0.672,2.6904761904761907,5.285714285714286,7.976190476190476,1.119047619047619,1.2857142857142858,0.3333333333333333,1.1428571428571428,0.6190476190476191,2.9523809523809526,1,7.904761904761905,-298,5,0,MIN,0022100782,home,ACTIVE,nan,nan,1630191.0,28,C,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:41,Base Set,Common,3,Block,2021-11-02 23:00:00+00:00,Detroit Pistons,60000,36941.0,0.0,12801.0,14966.0,0.0,2.0,3,0.00%,0.0,0.0,1615.0,nan,nan,nan,nan,VISIBLE,cfc28dd2-4a97-49be-b4c4-4d2f667455e2,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+cfc28dd2-4a97-49be-b4c4-4d2f667455e2,0.00%,4000,63,Layup,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-2-Layup,0-0,0,0
Jamorko Pickett,DET,0022100782,1630691,6,1,5,0.167,7.783611111111111,0.16666666666666666,1.6666666666666667,0.1,0.16666666666666666,1.1666666666666667,0.143,0.0,0.0,0.0,0.3333333333333333,1.1666666666666667,1.5,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.5,0,0.5,-23,0,0,MIN,0022100782,home,INACTIVE,INACTIVE_INJURY,Right Toe; Sprain,1630691.0,24,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Wed, Feb 2",INJ - exp. back Feb 4,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Jaysean Paige,DET,0022100782,1629873,1,1,0,1.0,6.616666666666666,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0,0.0,-10,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Jerami Grant,DET,0022100782,203924,25,4,21,0.16,33.02406666666667,6.56,15.8,0.415,1.8,5.32,0.338,5.04,5.96,0.846,0.92,3.76,4.68,2.52,2.16,1.08,1.08,0.64,2.32,4,19.96,-193,1,0,MIN,0022100782,home,ACTIVE,nan,nan,203924.0,9,PF,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:40,Base Set,Common,3,Block,2021-10-24 00:00:00+00:00,Detroit Pistons,60000,37284.0,0.0,12860.0,13849.0,0.0,2.0,3,0.00%,0.0,0.0,2720.0,nan,nan,nan,nan,VISIBLE,5ad2925d-a8ce-4024-891b-227a4b2854dd,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+5ad2925d-a8ce-4024-891b-227a4b2854dd,0.00%,1198,213,Dunk,1,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-1-Dunk,0-0,0,0
Josh Jackson,DET,0022100782,1628367,39,8,31,0.205,18.132008547008546,2.641025641025641,6.435897435897436,0.41,0.7692307692307693,2.8974358974358974,0.265,1.0256410256410255,1.435897435897436,0.714,0.4358974358974359,2.717948717948718,3.1538461538461537,1.2564102564102564,0.9743589743589743,0.5384615384615384,0.46153846153846156,0.4358974358974359,1.8205128205128205,1,7.076923076923077,-140,0,0,MIN,0022100782,home,INACTIVE,INACTIVE_INJURY,Right Lumbar Spine; Spasm,1628367.0,20,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:36,Base Set,Common,2,Dunk,2021-02-12 01:00:00+00:00,Detroit Pistons,40000,34917.0,0.0,3523.0,1786.0,0.0,12.0,4,0.00%,0.0,0.0,1954.0,False,False,False,False,VISIBLE,d3db9966-e94b-4ac0-856b-c6ab7a24a7c8,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d3db9966-e94b-4ac0-856b-c6ab7a24a7c8,0.00%,2486,40,Steal,1,Base Set,Common,"Thu, Feb 3",INJ - exp. back Feb 4,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Steal,0-0,0,0
Justin Robinson,DET,0022100782,1629620,5,2,3,0.4,18.204,1.8,5.6,0.321,1.6,4.2,0.381,0.4,1.2,0.333,0.4,1.0,1.4,1.8,1.0,0.2,0.2,0.0,1.6,2,5.6,-52,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Kelly Olynyk,DET,0022100782,203482,13,3,10,0.231,22.133076923076924,4.230769230769231,9.461538461538462,0.447,1.3076923076923077,4.0,0.327,2.076923076923077,3.3076923076923075,0.628,1.3076923076923077,3.923076923076923,5.230769230769231,3.0,1.7692307692307692,1.1538461538461537,0.6153846153846154,0.46153846153846156,2.8461538461538463,3,11.846153846153847,1,1,0,MIN,0022100782,home,ACTIVE,nan,nan,203482.0,13,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:40,Base Set,Common,3,Dunk,2021-10-25 23:30:00+00:00,Detroit Pistons,60000,35982.0,0.0,14166.0,14366.0,0.0,2.0,3,0.00%,0.0,0.0,2583.0,nan,nan,nan,nan,VISIBLE,8f0ba8a2-af69-4012-a64e-119c97b23053,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+8f0ba8a2-af69-4012-a64e-119c97b23053,-13.04%,1915,40,Layup,1,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Layup,0-0,0,0
Killian Hayes,DET,0022100782,1630165,38,10,28,0.263,25.347017543859646,2.263157894736842,6.5,0.348,0.7631578947368421,2.6842105263157894,0.284,1.0,1.2105263157894737,0.826,0.4473684210526316,2.5526315789473686,3.0,3.8684210526315788,1.4736842105263157,1.131578947368421,0.47368421052631576,0.42105263157894735,2.4473684210526314,1,6.2894736842105265,-224,1,0,MIN,0022100782,home,ACTIVE,nan,nan,1630165.0,7,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:40,Base Set,Common,3,Dunk,2021-10-28 23:00:00+00:00,Detroit Pistons,60000,36583.0,0.0,13563.0,14041.0,0.0,2.0,3,0.00%,0.0,0.0,2053.0,nan,nan,nan,nan,VISIBLE,805d954b-1d75-47b4-81ce-4646b2b95d76,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+805d954b-1d75-47b4-81ce-4646b2b95d76,-1.96%,4000,50,Jump Shot,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Jump Shot,0-0,0,0
Luka Garza,DET,0022100782,1630568,27,3,24,0.111,12.091913580246914,1.8888888888888888,4.333333333333333,0.436,0.48148148148148145,1.4814814814814814,0.325,1.0,1.5555555555555556,0.643,1.7407407407407407,1.3333333333333333,3.074074074074074,0.5555555555555556,0.5925925925925926,0.2962962962962963,0.14814814814814814,0.48148148148148145,1.7037037037037037,1,5.2592592592592595,-60,1,0,MIN,0022100782,home,ACTIVE,nan,nan,1630568.0,55,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Micah Potter,DET,0022100782,1630695,3,2,1,0.667,10.310555555555556,1.6666666666666667,3.6666666666666665,0.455,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1,4.0,-40,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Rodney McGruder,DET,0022100782,203585,25,4,21,0.16,13.0832,1.64,3.56,0.461,0.84,2.08,0.404,0.4,0.56,0.714,0.64,1.52,2.16,0.8,0.48,0.4,0.08,0.28,0.92,0,4.52,27,0,0,MIN,0022100782,home,ACTIVE,nan,nan,203585.0,17,SG,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Saben Lee,DET,0022100782,1630240,27,6,21,0.222,14.930555555555555,1.7037037037037037,4.481481481481482,0.38,0.4444444444444444,1.6296296296296295,0.273,1.2222222222222223,1.5925925925925926,0.767,0.37037037037037035,2.074074074074074,2.4444444444444446,2.3703703703703702,0.9259259259259259,0.9259259259259259,0.37037037037037035,0.5555555555555556,0.8888888888888888,1,5.074074074074074,-64,0,0,MIN,0022100782,home,INACTIVE,INACTIVE_GLEAGUE_ON_ASSIGNMENT,nan,1630240.0,38,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:35,Base Set,Common,2,Steal,2021-01-07 01:00:00+00:00,Detroit Pistons,4000,3287.0,0.0,446.0,267.0,0.0,12.0,50,0.00%,-5.66,4.17,125.0,True,True,True,True,VISIBLE,174c7c5c-34f1-4617-91e3-fc8b9ea7df40,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+174c7c5c-34f1-4617-91e3-fc8b9ea7df40,0.00%,4000,50,Steal,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-2-Steal,Base Set-Common-2-Steal,0-0,0,0
Saddiq Bey,DET,0022100782,1630180,50,12,38,0.24,33.480866666666664,5.32,13.8,0.386,2.4,7.22,0.332,2.36,2.82,0.837,1.28,4.42,5.7,2.52,1.38,0.92,0.2,0.68,1.72,2,15.4,-373,4,0,MIN,0022100782,home,ACTIVE,nan,nan,1630180.0,41,SF,Starter,In Game,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:37,Hustle and Show,Common,2,3 Pointer,2021-01-10 20:00:00+00:00,Detroit Pistons,18000,17362.0,0.0,638.0,12.0,0.0,20.0,37,0.00%,2.78,5.71,439.0,False,False,True,True,VISIBLE,2fac6fba-e233-4bf4-b20f-548e1adba04e,496d52b8-8d6c-4071-8672-d18551f86a3e,https://nbatopshot.com/listings/p2p/496d52b8-8d6c-4071-8672-d18551f86a3e+2fac6fba-e233-4bf4-b20f-548e1adba04e,2.13%,12000,48,Dunk,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Hustle and Show-Common-2-3 Pointer,Base Set-Common-2-Dunk,0-0,0,0
