name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,fgm_proj,ftm_proj,fgm+ftm_proj,_proj,fgm+ftm
Trevon Scott,CLE,0022100777,1630286,2,1,1,0.5,5.683333333333334,1.5,3.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0,3.0,4,0,0,HOU,0022100777,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,nan,nan,115-104,11,0,0,0,0,0
Alperen Sengun,HOU,0022100777,1630578,43,13,30,0.302,18.023372093023255,2.9767441860465116,6.1395348837209305,0.485,0.3023255813953488,1.0930232558139534,0.277,2.372093023255814,3.372093023255814,0.703,1.6744186046511629,2.953488372093023,4.627906976744186,2.441860465116279,2.046511627906977,0.7906976744186046,0.8604651162790697,0.627906976744186,2.7906976744186047,3,8.627906976744185,-133,2,0,CLE,0022100777,home,ACTIVE,1630578.0,28,nan,Bench,-,1,nan,nan,3,1,0,4,2,0.5,0,4.0,3,0,6,5,0.833333333333334,39,24.533333333333335,59,20,9,0,4,0,6,2,8,0,0,0,0.0,4,4,2,0.5,CLE,2022-02-03 03:52,Base Set,Common,3,Dunk,2021-10-21 00:00:00+00:00,Houston Rockets,4000,1909.0,0.0,443.0,1648.0,0.0,2.0,168,-1.18%,13.51,11.26,58.0,True,True,True,True,VISIBLE,57e5ffb0-8837-4241-8986-fe657de56b92,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+57e5ffb0-8837-4241-8986-fe657de56b92,-1.18%,4000,168,Dunk,3,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-3-Dunk,104-115,-11,2,5,7,0,7
Armoni Brooks,HOU,0022100777,1629717,38,11,27,0.289,17.26644736842105,2.263157894736842,6.315789473684211,0.358,1.6578947368421053,5.342105263157895,0.31,0.42105263157894735,0.5,0.842,0.3157894736842105,1.7105263157894737,2.026315789473684,1.2894736842105263,0.5263157894736842,0.5263157894736842,0.18421052631578946,0.10526315789473684,1.5263157894736843,0,6.605263157894737,-50,0,0,CLE,0022100777,home,ACTIVE,1629717.0,7,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,2022-02-03 03:34,Base Set,Common,2,3 Pointer,2021-05-11 02:00:00+00:00,Houston Rockets,12000,9470.0,0.0,1448.0,1082.0,0.0,12.0,16,-5.88%,-5.88,6.67,501.0,True,False,True,True,VISIBLE,a11eb941-75fb-4b09-a349-afb8d18a00bc,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+a11eb941-75fb-4b09-a349-afb8d18a00bc,-5.88%,12000,16,3 Pointer,2,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,104-115,-11,0,0,0,0,0
Christian Wood,HOU,0022100777,1626174,48,15,33,0.313,30.965868055555557,6.520833333333333,13.458333333333334,0.485,1.8333333333333333,4.958333333333333,0.37,2.8541666666666665,4.583333333333333,0.623,1.7083333333333333,8.604166666666666,10.3125,2.1666666666666665,1.875,0.7916666666666666,0.9166666666666666,0.7708333333333334,2.4166666666666665,4,17.729166666666668,-300,24,0,CLE,0022100777,home,ACTIVE,1626174.0,35,C,Starter,-,1,nan,nan,4,0,1,14,7,0.5,0,5.0,5,0,5,4,0.8,85,34.36666666666667,88,3,21,0,8,0,6,1,7,2,7,3,0.428571428571429,1,7,4,0.5714285714285711,CLE,2022-02-03 03:51,Base Set,Common,3,Dunk,2021-10-24 23:00:00+00:00,Houston Rockets,60000,36954.0,0.0,13191.0,13474.0,0.0,2.0,3,0.00%,0.0,0.0,1524.0,nan,nan,nan,nan,VISIBLE,599c9352-266f-48bc-8ef6-c633147dd710,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+599c9352-266f-48bc-8ef6-c633147dd710,-13.64%,3339,95,Dunk,1,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,104-115,-11,7,4,11,0,11
D.J. Augustin,HOU,0022100777,201571,34,9,25,0.265,14.993431372549018,1.6176470588235294,4.0,0.404,1.1470588235294117,2.823529411764706,0.406,0.9705882352941176,1.1176470588235294,0.868,0.20588235294117646,1.0,1.2058823529411764,2.176470588235294,1.3235294117647058,0.29411764705882354,0.0,0.14705882352941177,0.5,0,5.352941176470588,-120,0,0,CLE,0022100777,home,ACTIVE,201571.0,14,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,2022-02-03 03:35,Base Set,Common,2,Layup,2021-05-08 00:00:00+00:00,Houston Rockets,12000,10360.0,0.0,1000.0,647.0,0.0,12.0,11,10.00%,10.0,22.22,420.0,True,False,False,False,VISIBLE,bcf92dba-6f04-4d90-8251-de6d1124dc85,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+bcf92dba-6f04-4d90-8251-de6d1124dc85,10.00%,12000,11,Layup,2,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,104-115,-11,0,0,0,0,0
Daishen Nix,HOU,0022100777,1630227,8,1,7,0.125,8.352083333333333,1.625,2.5,0.65,0.375,0.875,0.429,0.125,0.375,0.333,0.125,1.125,1.25,1.25,1.125,0.875,0.0,0.125,0.375,0,3.75,-4,0,0,CLE,0022100777,home,INACTIVE,1630227.0,15,nan,Bench,-,0,INACTIVE_GLEAGUE_TWOWAY,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,nan,nan,104-115,-11,0,0,0,0,0
Daniel Theis,HOU,0022100777,1628464,26,4,22,0.154,22.47070512820513,3.230769230769231,6.884615384615385,0.469,0.8846153846153846,3.0384615384615383,0.291,1.0384615384615385,1.5384615384615385,0.675,1.2307692307692308,3.769230769230769,5.0,0.7692307692307693,1.1923076923076923,0.4230769230769231,0.6538461538461539,0.2692307692307692,2.3846153846153846,1,8.384615384615385,-219,2,0,CLE,0022100777,home,ACTIVE,1628464.0,27,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,2022-02-03 03:50,Base Set,Common,3,Dunk,2021-10-27 00:30:00+00:00,Houston Rockets,60000,35494.0,0.0,14654.0,14203.0,0.0,2.0,3,0.00%,0.0,0.0,2588.0,nan,nan,nan,nan,VISIBLE,c8d31511-d002-427c-a832-6956c067a36f,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+c8d31511-d002-427c-a832-6956c067a36f,0.00%,1927,37,Block,1,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,104-115,-11,0,0,0,0,0
Danuel House Jr.,HOU,0022100777,1627863,16,7,9,0.438,14.5359375,1.5625,4.625,0.338,0.625,2.125,0.294,1.0625,1.1875,0.895,0.25,2.4375,2.6875,1.1875,1.125,0.3125,0.3125,0.3125,1.0,0,4.8125,-20,0,0,CLE,0022100777,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 03:37,Base Set,Common,2,Layup,2021-01-01 00:00:00+00:00,Houston Rockets,40000,35122.0,0.0,3449.0,1684.0,0.0,12.0,5,0.00%,0.0,25.0,1927.0,False,False,False,False,VISIBLE,4a1ddad0-443d-4bb6-8048-c7bcfb13607b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4a1ddad0-443d-4bb6-8048-c7bcfb13607b,-6.45%,3525,29,Dunk,1,Base Set,Common,"Sun, Jan 30",INJ - exp. back Feb 7,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Dunk,104-115,-11,0,0,0,0,0
David Nwaba,HOU,0022100777,1628021,33,5,28,0.152,14.222272727272726,2.0303030303030303,4.2727272727272725,0.475,0.30303030303030304,1.0606060606060606,0.286,1.0,1.4242424242424243,0.702,0.8787878787878788,3.0303030303030303,3.909090909090909,0.8181818181818182,0.45454545454545453,0.6666666666666666,0.5454545454545454,0.5454545454545454,1.2424242424242424,1,5.363636363636363,-45,0,0,CLE,0022100777,home,ACTIVE,1628021.0,2,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,2022-02-03 03:40,Base Set,Common,2,Dunk,2021-01-07 00:00:00+00:00,Houston Rockets,12000,11341.0,0.0,659.0,2.0,0.0,12.0,12,0.00%,0.0,9.09,977.0,True,False,False,False,VISIBLE,612d7ca5-8b3c-4e49-a555-89658b53d8c2,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+612d7ca5-8b3c-4e49-a555-89658b53d8c2,0.00%,12000,12,Dunk,2,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,104-115,-11,0,0,0,0,0
Eric Gordon,HOU,0022100777,201569,44,15,29,0.341,29.671174242424243,5.045454545454546,10.295454545454545,0.49,2.2045454545454546,5.25,0.42,1.9772727272727273,2.6136363636363638,0.757,0.29545454545454547,1.7045454545454546,2.0,3.090909090909091,2.0,0.5227272727272727,0.36363636363636365,0.4772727272727273,1.0454545454545454,1,14.272727272727273,-125,0,0,CLE,0022100777,home,ACTIVE,201569.0,10,SF,Starter,-,1,nan,nan,3,0,0,12,5,0.416666666666667,0,1.0,1,0,0,0,0.0,68,30.4,66,-2,11,0,8,0,2,0,2,0,7,1,0.14285714285714302,0,5,4,0.8,CLE,2022-02-03 03:53,Base Set,Common,3,Layup,2021-12-06 00:00:00+00:00,Houston Rockets,60000,24809.0,0.0,11020.0,28194.0,0.0,2.0,3,0.00%,0.0,0.0,1575.0,nan,nan,nan,nan,VISIBLE,2091b851-0deb-46e2-ad98-eef061005d92,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+2091b851-0deb-46e2-ad98-eef061005d92,6.00%,2981,53,Dunk,1,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-1-Dunk,104-115,-11,5,0,5,0,5
Garrison Mathews,HOU,0022100777,1629726,34,14,20,0.412,27.570686274509804,3.323529411764706,8.0,0.415,2.5294117647058822,6.676470588235294,0.379,2.5294117647058822,3.088235294117647,0.819,0.47058823529411764,3.0294117647058822,3.5,0.9411764705882353,0.6470588235294118,0.7352941176470589,0.35294117647058826,0.3235294117647059,2.9411764705882355,3,11.705882352941176,-59,0,0,CLE,0022100777,home,ACTIVE,1629726.0,25,nan,Bench,-,1,nan,nan,1,1,1,13,5,0.384615384615385,0,4.0,3,0,4,3,0.75,53,24.35,59,6,16,5,2,2,4,1,5,2,10,3,0.3,0,3,2,0.666666666666666,CLE,2022-02-03 03:52,Base Set,Common,3,Steal,2021-12-04 01:00:00+00:00,Houston Rockets,60000,24899.0,0.0,10930.0,28129.0,0.0,2.0,3,0.00%,0.0,0.0,1374.0,nan,nan,nan,nan,VISIBLE,291ded46-c20d-4e47-bc5f-12008a9b78d8,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+291ded46-c20d-4e47-bc5f-12008a9b78d8,-24.00%,12000,19,3 Pointer,2,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Steal,Base Set-Common-2-3 Pointer,104-115,-11,5,3,8,0,8
Jae'Sean Tate,HOU,0022100777,1630256,49,15,34,0.306,27.113231292517007,4.877551020408164,9.714285714285714,0.502,0.7959183673469388,2.63265306122449,0.302,1.816326530612245,2.6122448979591835,0.695,1.7346938775510203,3.877551020408163,5.612244897959184,3.1020408163265305,1.816326530612245,0.9591836734693877,0.5918367346938775,0.7755102040816326,3.673469387755102,2,12.36734693877551,-280,6,0,CLE,0022100777,home,ACTIVE,1630256.0,8,PF,Starter,-,1,nan,nan,2,0,1,6,3,0.5,1,0.0,4,0,0,0,0.0,62,28.5,61,-1,6,0,6,2,3,2,5,4,1,0,0.0,4,5,3,0.6,CLE,2022-02-03 03:50,Base Set,Common,3,Dunk,2021-10-24 23:00:00+00:00,Houston Rockets,60000,36702.0,0.0,13449.0,13537.0,0.0,2.0,3,0.00%,0.0,0.0,2290.0,nan,nan,nan,nan,VISIBLE,74a27c58-5f75-40a8-9d44-05b443c509af,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+74a27c58-5f75-40a8-9d44-05b443c509af,0.00%,4000,69,Layup,2,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Layup,104-115,-11,3,0,3,0,3
Jalen Green,HOU,0022100777,1630224,36,7,29,0.194,30.25962962962963,4.722222222222222,12.666666666666666,0.373,1.8055555555555556,6.194444444444445,0.291,3.0833333333333335,3.6944444444444446,0.835,0.4166666666666667,2.9722222222222223,3.388888888888889,2.3055555555555554,2.2777777777777777,0.5277777777777778,0.16666666666666666,1.2777777777777777,1.5,2,14.333333333333334,-411,0,0,CLE,0022100777,home,ACTIVE,1630224.0,0,PG,Starter,-,1,nan,nan,5,1,1,13,6,0.461538461538462,0,4.0,3,0,7,6,0.857142857142857,87,35.78333333333333,87,0,21,2,6,0,5,0,5,1,7,3,0.428571428571429,0,6,3,0.5,CLE,2022-02-03 03:53,Base Set,Common,3,Layup,2021-10-21 00:00:00+00:00,Houston Rockets,4000,1595.0,0.0,173.0,2232.0,0.0,2.0,358,-13.32%,6.23,1.13,142.0,True,True,True,True,VISIBLE,d4d42c06-75b4-4d21-9d19-0168a7655ee9,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d4d42c06-75b4-4d21-9d19-0168a7655ee9,-13.32%,4000,358,Layup,3,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,104-115,-11,6,6,12,0,12
Josh Christopher,HOU,0022100777,1630528,43,13,30,0.302,16.174573643410852,2.744186046511628,5.837209302325581,0.47,0.7441860465116279,2.2093023255813953,0.337,0.9767441860465116,1.302325581395349,0.75,0.6511627906976745,1.3488372093023255,2.0,1.7209302325581395,1.3953488372093024,0.7906976744186046,0.13953488372093023,0.4883720930232558,1.0232558139534884,1,7.209302325581396,-114,0,0,CLE,0022100777,home,ACTIVE,1630528.0,9,nan,Bench,-,1,nan,nan,0,0,0,4,2,0.5,0,2.0,1,0,1,0,0.0,17,12.216666666666667,28,11,5,0,2,0,1,1,2,0,1,1,1.0,0,3,1,0.333333333333333,CLE,2022-02-03 03:50,Base Set,Common,3,3 Pointer,2021-10-21 00:00:00+00:00,Houston Rockets,4000,2259.0,0.0,381.0,1360.0,0.0,2.0,65,-10.96%,-5.8,4.84,87.0,True,True,True,True,VISIBLE,d3eed578-1a87-48c4-b44f-5e8fb49a58b6,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d3eed578-1a87-48c4-b44f-5e8fb49a58b6,-10.96%,4000,65,3 Pointer,3,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,104-115,-11,2,0,2,0,2
Kenyon Martin Jr.,HOU,0022100777,1630231,48,15,33,0.313,19.334930555555555,3.375,6.333333333333333,0.533,0.5416666666666666,1.8125,0.299,1.0833333333333333,1.6875,0.642,1.125,2.7083333333333335,3.8333333333333335,1.375,0.6875,0.4791666666666667,0.5416666666666666,0.6666666666666666,1.2916666666666667,1,8.375,-90,1,0,CLE,0022100777,home,ACTIVE,1630231.0,6,nan,Bench,-,1,nan,nan,0,0,0,5,3,0.6,0,4.0,0,0,6,4,0.666666666666666,32,17.8,44,12,10,3,6,1,1,1,2,1,2,0,0.0,1,3,3,1.0,CLE,2022-02-03 03:53,Base Set,Common,3,Dunk,2021-12-09 01:00:00+00:00,Houston Rockets,60000,25009.0,0.0,10820.0,28172.0,0.0,2.0,3,0.00%,0.0,0.0,1707.0,nan,nan,nan,nan,VISIBLE,0470b692-19da-447e-880c-dad9bfb91174,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+0470b692-19da-447e-880c-dad9bfb91174,5.94%,1800,107,Dunk,2,Throwdowns,Rare,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Dunk,Throwdowns-Rare-2-Dunk,104-115,-11,3,4,7,0,7
Kevin Porter Jr.,HOU,0022100777,1629645,34,11,23,0.324,30.197009803921567,4.617647058823529,11.911764705882353,0.388,2.088235294117647,5.794117647058823,0.36,2.088235294117647,3.323529411764706,0.628,0.7058823529411765,3.323529411764706,4.029411764705882,6.205882352941177,3.6176470588235294,1.2352941176470589,0.2647058823529412,0.6764705882352942,2.588235294117647,3,13.411764705882353,-182,4,0,CLE,0022100777,home,ACTIVE,1629645.0,3,SG,Starter,-,1,nan,nan,7,0,0,11,6,0.545454545454545,0,3.0,3,0,4,1,0.25,77,32.05,83,6,16,2,6,3,1,0,1,1,5,3,0.6,2,6,3,0.5,CLE,2022-02-03 03:37,Base Set,Common,2,Layup,2021-03-13 03:00:00+00:00,Houston Rockets,35000,32611.0,0.0,1999.0,458.0,0.0,12.0,5,0.00%,-16.67,0.0,1432.0,False,False,False,False,VISIBLE,8f8b5330-b632-45e4-878a-afb7c7407f6e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+8f8b5330-b632-45e4-878a-afb7c7407f6e,-1.45%,3999,136,Dunk,1,Base Set,Common,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Dunk,104-115,-11,6,1,7,0,7
Trevelin Queen,HOU,0022100777,1630243,8,1,7,0.125,8.619375,1.625,3.625,0.448,1.0,2.75,0.364,0.375,0.375,1.0,0.625,1.125,1.75,0.375,0.875,0.625,0.0,0.0,0.75,0,4.625,3,0,0,CLE,0022100777,home,INACTIVE,1630243.0,21,nan,Bench,-,0,INACTIVE_GLEAGUE_TWOWAY,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,nan,nan,104-115,-11,0,0,0,0,0
Usman Garuba,HOU,0022100777,1630586,15,2,13,0.133,6.98,0.5333333333333333,1.6,0.333,0.13333333333333333,0.8666666666666667,0.154,0.06666666666666667,0.13333333333333333,0.5,0.6,1.6666666666666667,2.2666666666666666,0.5333333333333333,0.2,0.4666666666666667,0.4,0.13333333333333333,0.6,0,1.2666666666666666,39,0,0,CLE,0022100777,home,INACTIVE,1630586.0,16,nan,Bench,-,0,INACTIVE_INJURY,Left Wrist; Fracture,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,CLE,2022-02-03 03:52,Base Set,Common,3,Block,2021-10-21 00:00:00+00:00,Houston Rockets,4000,2110.0,0.0,245.0,1646.0,0.0,2.0,40,0.00%,-4.76,11.11,81.0,True,True,True,True,VISIBLE,af23af7e-c409-4f6e-bca4-0c12d5fe5573,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+af23af7e-c409-4f6e-bca4-0c12d5fe5573,0.00%,4000,40,Block,3,Base Set,Common,"Wed, Jan 26",INJ - exp. back Mar 9,1610612739,104,CLE,,Final,1610612745,115,HOU,4,2022-02-02 20:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-3-Block,104-115,-11,0,0,0,0,0
Aaron Wiggins,OKC,0022100778,1630598,31,8,23,0.258,21.923924731182794,2.7419354838709675,5.645161290322581,0.486,0.8387096774193549,2.5483870967741935,0.329,1.064516129032258,1.5161290322580645,0.702,0.9354838709677419,2.5806451612903225,3.5161290322580645,1.064516129032258,0.8709677419354839,0.7419354838709677,0.1935483870967742,0.2903225806451613,1.8387096774193548,1,7.387096774193548,-39,0,0,DAL,0022100778,away,ACTIVE,1630598.0,21,PF,Starter,-,1,nan,nan,1,0,1,4,2,0.5,0,1.0,1,0,2,2,1.0,53,24.183333333333334,60,7,8,3,0,2,2,2,4,0,2,2,1.0,1,2,0,0.0,DAL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612760,120,OKC,,Final/OT,1610612742,114,DAL,5,2022-02-02 20:30:00-05:00,nan,nan,114-120,-6,2,2,4,0,4
Aleksej Pokusevski,OKC,0022100778,1630197,36,13,23,0.361,15.109259259259257,1.9166666666666667,5.361111111111111,0.358,0.5555555555555556,2.4166666666666665,0.23,0.19444444444444445,0.3888888888888889,0.5,0.9166666666666666,3.111111111111111,4.027777777777778,1.1111111111111112,1.1666666666666667,0.5,0.4722222222222222,0.3055555555555556,1.2222222222222223,0,4.583333333333333,-46,0,0,DAL,0022100778,away,ACTIVE,1630197.0,17,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,DAL,2022-02-03 03:34,Base Set,Common,2,Assist,2021-04-20 00:00:00+00:00,Oklahoma City Thunder,40000,33152.0,0.0,4297.0,2596.0,0.0,12.0,5,0.00%,0.0,0.0,974.0,False,False,True,True,VISIBLE,c4fc9be1-d8d7-41c0-9f8e-10742eafe9df,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c4fc9be1-d8d7-41c0-9f8e-10742eafe9df,0.00%,4000,47,Block,2,Base Set,Common,nan,nan,1610612760,120,OKC,,Final/OT,1610612742,114,DAL,5,2022-02-02 20:30:00-05:00,Base Set-Common-2-Assist,Base Set-Common-2-Block,114-120,-6,0,0,0,0,0
